experiment_id,timestamp,biomarker,concentration_ng_ml,TEER,viability_percent,treatment
LIVER_001,2024-01-02 21:00:00,ALB,25.81093353728999,739.8602754428273,87.76692821567602,drug_B
LIVER_001,2024-01-02 22:00:00,ALB,26.074837864110133,829.6984673233186,93.25246425172938,drug_B
LIVER_001,2024-01-02 23:00:00,ALB,23.884366050511463,885.3997786494901,100.94296928662732,drug_A
LIVER_002,2024-01-03 00:00:00,ALB,12.271863251561912,690.6059590931526,77.60271553263811,control
LIVER_002,2024-01-03 01:00:00,ALB,13.442363395212798,873.4501064880045,87.2275136901929,control
LIVER_002,2024-01-03 02:00:00,ALB,10.329077408068928,797.4712374428872,98.7158410614839,drug_B
LIVER_002,2024-01-03 03:00:00,ALB,13.911643829177203,882.206015999449,101.48396491326973,drug_B
LIVER_002,2024-01-03 04:00:00,ALB,10.125575710190542,722.8219250506742,96.39336774095447,drug_B
LIVER_002,2024-01-03 05:00:00,ALB,17.817885316676602,606.3623790015399,87.76321235943678,control
LIVER_002,2024-01-03 06:00:00,ALB,17.595999646224477,1072.016916658962,95.12833673882503,drug_B
LIVER_002,2024-01-03 07:00:00,ALB,13.08440707725458,947.9848775198552,93.98387140635565,control
LIVER_002,2024-01-03 08:00:00,ALB,19.969544543039042,819.0598705114523,95.03487854784312,control
LIVER_002,2024-01-03 09:00:00,ALB,16.870211079700976,787.2395205718625,93.70795402974358,drug_A
LIVER_002,2024-01-03 10:00:00,ALB,16.018893732041644,877.7049794903609,97.22785584173158,drug_B
LIVER_002,2024-01-03 11:00:00,ALB,16.927324383509287,821.4093744130204,85.77130610644006,drug_B
LIVER_002,2024-01-03 12:00:00,ALB,11.315121461542038,938.9602828146591,87.72379740560095,drug_A
LIVER_002,2024-01-03 13:00:00,ALB,12.018764304451322,887.2447157660453,97.3309927204887,drug_B
LIVER_002,2024-01-03 14:00:00,ALB,25.150732446535617,977.8924343885961,88.66528312521744,drug_A
LIVER_002,2024-01-03 15:00:00,ALB,8.620049885801855,851.5047686306048,111.26365745327361,control
LIVER_002,2024-01-03 16:00:00,ALB,15.211132348187277,787.2265171536114,84.19721463781366,drug_B
LIVER_002,2024-01-03 17:00:00,ALB,54.60765337074232,796.0363857960381,89.32668629074968,drug_B
LIVER_002,2024-01-03 18:00:00,ALB,16.340050718999006,859.5643651804321,82.04231106734294,control
LIVER_002,2024-01-03 19:00:00,ALB,24.85385654395112,921.0398633136639,91.24382017253886,drug_A
LIVER_002,2024-01-03 20:00:00,ALB,58.67255347516495,863.3919022318012,81.87428706671196,control
LIVER_002,2024-01-03 21:00:00,ALB,22.04811602908412,669.2085700330625,82.04700225211317,drug_A
LIVER_002,2024-01-03 22:00:00,ALB,13.654791164702697,966.1301730608154,90.32876454424816,drug_A
LIVER_002,2024-01-03 23:00:00,ALB,17.13420138056117,768.0644922185222,90.97691747261206,control
LIVER_003,2024-01-04 00:00:00,ALB,10.692665325650246,891.7861947054776,102.61078098506317,drug_B
LIVER_003,2024-01-04 01:00:00,ALB,33.65738948255987,808.6565814522555,89.03558633769822,drug_B
LIVER_003,2024-01-04 02:00:00,ALB,17.837518490249902,987.2005680472304,91.90278929550226,drug_B
LIVER_003,2024-01-04 03:00:00,ALB,12.600092708142602,751.8751866176494,81.53102997982468,control
LIVER_003,2024-01-04 04:00:00,ALB,45.43149795149162,656.9858622039367,89.79977756651508,drug_B
LIVER_003,2024-01-04 05:00:00,ALB,21.44240039468564,1118.703333807297,92.4208176050396,control
LIVER_003,2024-01-04 06:00:00,ALB,18.15182736816142,806.0896607117161,95.23581348393522,drug_A
LIVER_003,2024-01-04 07:00:00,ALB,21.392650188754246,696.5597643514316,93.02141471000664,control
LIVER_003,2024-01-04 08:00:00,ALB,28.31592186128586,807.0972415639746,94.19663570051718,drug_A
LIVER_003,2024-01-04 09:00:00,ALB,19.024945816315803,733.1025172683314,87.65957887297756,drug_B
LIVER_003,2024-01-04 10:00:00,ALB,16.29316279515722,788.858122341841,84.28137298654052,drug_A
LIVER_003,2024-01-04 11:00:00,ALB,35.108621254580605,888.4990467186666,89.67735125677515,drug_A
LIVER_003,2024-01-04 12:00:00,ALB,10.814464833191453,717.5348672348928,101.75640042867877,drug_A
LIVER_003,2024-01-04 13:00:00,ALB,19.686978578105574,889.959987543325,93.53649760438304,control
LIVER_003,2024-01-04 14:00:00,ALB,14.660393991459252,887.6754649952326,94.75868505232538,drug_B
LIVER_003,2024-01-04 15:00:00,ALB,14.082544067725399,797.9098406035852,92.58663691654391,drug_A
LIVER_003,2024-01-04 16:00:00,ALB,25.689196065776862,647.2547374165589,92.90246252749773,control
LIVER_003,2024-01-04 17:00:00,ALB,34.31287890778983,914.4371535474684,96.28932329394233,drug_B
LIVER_003,2024-01-04 18:00:00,ALB,38.58020818208354,802.1003841632759,95.40976485647482,control
LIVER_003,2024-01-04 19:00:00,ALB,17.1992645073282,758.8709409340186,96.92011772281545,drug_A
LIVER_003,2024-01-04 20:00:00,ALB,18.172283562412744,1002.4720998001006,87.73370028981012,control
LIVER_003,2024-01-04 21:00:00,ALB,19.942631488202277,699.3982618500298,85.92905693606134,drug_B
LIVER_003,2024-01-04 22:00:00,ALB,16.923540232391787,824.9314541621955,93.62259158187277,drug_B
LIVER_003,2024-01-04 23:00:00,ALB,46.41611128040755,861.3841341475425,98.78940394049994,control
LIVER_004,2024-01-05 00:00:00,ALB,17.6509769318021,918.3482320141003,89.47278863104069,drug_B
LIVER_004,2024-01-05 01:00:00,ALB,10.192042388217752,752.8961694381677,93.16024968678818,control
LIVER_004,2024-01-05 02:00:00,ALB,25.097128837251322,653.8243343964278,93.44941405768563,control
LIVER_004,2024-01-05 03:00:00,ALB,18.290604666838266,733.5772556695578,98.80055683124085,drug_B
LIVER_004,2024-01-05 04:00:00,ALB,6.235144273622858,764.846320137955,86.90329266379965,drug_B
LIVER_004,2024-01-05 05:00:00,ALB,30.446745042531578,798.0983792097311,86.98735317681096,control
LIVER_004,2024-01-05 06:00:00,ALB,41.34177974966931,608.5092630390478,96.25972233782342,drug_B
LIVER_004,2024-01-05 07:00:00,ALB,29.49349489962988,927.1138225980915,95.8543155073202,control
LIVER_004,2024-01-05 08:00:00,ALB,15.334839332542447,658.0038367008309,87.76533131376168,control
LIVER_004,2024-01-05 09:00:00,ALB,19.63620759160383,822.4092481810417,92.06296200390898,control
LIVER_004,2024-01-05 10:00:00,ALB,30.62409175330495,693.3678521760031,88.490932787362,control
LIVER_004,2024-01-05 11:00:00,ALB,12.38448491556655,920.0411548413398,101.08043895121908,drug_B
LIVER_004,2024-01-05 12:00:00,ALB,60.03342356920644,719.1701714644848,87.80139078909612,drug_A
LIVER_004,2024-01-05 13:00:00,ALB,14.884251047473315,664.7549445090003,89.2078981528362,control
LIVER_004,2024-01-05 14:00:00,ALB,23.828396218188495,987.6170839215886,96.75211919093024,control
LIVER_004,2024-01-05 15:00:00,ALB,15.052561441605532,787.7211250842486,95.24446620626775,control
LIVER_004,2024-01-05 16:00:00,ALB,10.380026144678023,983.1458765854354,97.89720060360644,drug_B
LIVER_004,2024-01-05 17:00:00,ALB,15.885586266221054,829.5477524423184,86.51327065716671,drug_B
LIVER_004,2024-01-05 18:00:00,ALB,35.75771092185033,762.4989371630186,88.52927023246252,control
LIVER_004,2024-01-05 19:00:00,ALB,21.219700870893774,640.5572341205633,89.00312488523113,drug_B
LIVER_004,2024-01-05 20:00:00,ALB,22.86699614194615,830.2348290331643,99.58116661466948,control
LIVER_004,2024-01-05 21:00:00,ALB,23.481884242031597,735.5724819832052,98.77985192654096,control
LIVER_004,2024-01-05 22:00:00,ALB,11.77748649965551,785.7620514978706,92.60147815855949,drug_A
LIVER_004,2024-01-05 23:00:00,ALB,25.977204852717744,833.594874285416,94.47204643624914,drug_A
LIVER_005,2024-01-06 00:00:00,ALB,13.27726880392902,769.6135564569073,93.21166843041556,drug_A
LIVER_005,2024-01-06 01:00:00,ALB,55.907551504605934,748.2087744194366,96.46412682149428,control
LIVER_005,2024-01-06 02:00:00,ALB,56.281954649306115,975.5340842443204,90.75517925760464,drug_B
LIVER_005,2024-01-06 03:00:00,ALB,32.64806129255321,948.9045173884479,96.38912584240057,drug_B
LIVER_005,2024-01-06 04:00:00,ALB,22.572512348077865,880.2652255607429,92.27035437130243,drug_A
LIVER_005,2024-01-06 05:00:00,ALB,22.650356199185417,681.6741487334225,81.8038391111995,drug_B
LIVER_005,2024-01-06 06:00:00,ALB,24.048785614270248,971.8599374013686,96.330352580214,drug_A
LIVER_005,2024-01-06 07:00:00,ALB,19.07182185245073,898.1547376730081,93.65350278531966,control
LIVER_005,2024-01-06 08:00:00,ALB,18.222641676607388,941.9672977543745,94.3036853378196,control
LIVER_005,2024-01-06 09:00:00,ALB,26.924934823249632,799.3800860326128,94.01559663542788,control
LIVER_005,2024-01-06 10:00:00,ALB,24.23490705164599,662.8410620276876,94.42547055806638,drug_B
LIVER_005,2024-01-06 11:00:00,ALB,7.161626808416305,836.6598246096848,87.30060106836322,control
LIVER_005,2024-01-06 12:00:00,ALB,19.465826701963884,895.5142320501238,87.07136976832228,drug_A
LIVER_005,2024-01-06 13:00:00,ALB,25.842573245460702,861.610665401975,89.35638007250148,drug_A
LIVER_005,2024-01-06 14:00:00,ALB,13.359803545947745,744.0974506766144,84.82955565383737,drug_A
LIVER_005,2024-01-06 15:00:00,ALB,18.251250314098847,762.5338671643856,87.9066150734071,drug_B
LIVER_005,2024-01-06 16:00:00,ALB,14.155981363928326,821.3979910734222,91.43835975154585,control
LIVER_005,2024-01-06 17:00:00,ALB,17.98458856340436,818.150697762731,88.12384103166156,drug_B
LIVER_005,2024-01-06 18:00:00,ALB,29.959474285814267,806.9005511359034,95.84363746073664,drug_A
LIVER_005,2024-01-06 19:00:00,ALB,13.596716407576363,964.4967713501284,90.75481980221811,drug_A
LIVER_005,2024-01-06 20:00:00,ALB,30.982562049154197,847.1036831418021,90.2089539975461,drug_B
LIVER_005,2024-01-06 21:00:00,ALB,31.529755484283864,718.9494153020781,87.47729058106465,control
LIVER_005,2024-01-06 22:00:00,ALB,22.87308140338245,670.8963929101885,84.19747042808665,control
LIVER_005,2024-01-06 23:00:00,ALB,22.272321773670832,968.7141635072564,96.40819878474726,drug_B
LIVER_006,2024-01-07 00:00:00,ALB,17.304167445955592,1017.2842295373305,99.81406783104055,drug_B
LIVER_006,2024-01-07 01:00:00,ALB,26.51790379616511,755.9495441126475,99.9101909148189,drug_B
LIVER_006,2024-01-07 02:00:00,ALB,9.378894327712016,686.4134502492753,93.12998637047015,drug_B
LIVER_006,2024-01-07 03:00:00,ALB,30.565554926922022,660.1432426180859,94.81484618345286,drug_A
LIVER_006,2024-01-07 04:00:00,ALB,14.753123098382027,674.1157958447805,97.94400503826103,drug_A
LIVER_006,2024-01-07 05:00:00,ALB,19.67494078633004,717.1416228981265,89.27415400334078,drug_B
LIVER_006,2024-01-07 06:00:00,ALB,29.926431969304147,814.5204060285458,100.97582278319481,drug_A
LIVER_006,2024-01-07 07:00:00,ALB,19.351040230914087,809.9332305429226,95.75693561685894,drug_A
LIVER_006,2024-01-07 08:00:00,ALB,32.024654849584294,723.8265084272181,89.17721498365212,drug_B
LIVER_006,2024-01-07 09:00:00,ALB,12.17003323858141,864.0582006949152,87.92607936004852,drug_B
LIVER_006,2024-01-07 10:00:00,ALB,32.90901073681691,876.4204388001908,92.06475768977047,drug_B
LIVER_006,2024-01-07 11:00:00,ALB,12.963667398418728,1078.377742348905,83.94497195022389,control
LIVER_006,2024-01-07 12:00:00,ALB,13.818593012472935,586.1199685190685,101.98504078421473,drug_A
LIVER_006,2024-01-07 13:00:00,ALB,54.162894129837916,900.6292809214441,89.11554065238425,control
LIVER_006,2024-01-07 14:00:00,ALB,19.378476312413415,697.6181480510946,98.44203170089244,drug_B
LIVER_006,2024-01-07 15:00:00,ALB,25.336810597371347,816.9729284390373,92.44696959572825,drug_B
LIVER_006,2024-01-07 16:00:00,ALB,20.974237391875977,784.4322764607921,97.83891030829903,drug_B
LIVER_006,2024-01-07 17:00:00,ALB,22.810259701410207,740.5483947275751,94.94164259230321,drug_A
LIVER_006,2024-01-07 18:00:00,ALB,16.099429113040063,845.8710171559013,95.26699868957444,drug_A
LIVER_006,2024-01-07 19:00:00,ALB,10.532206048921715,887.1124703431692,90.3698823391608,control
LIVER_006,2024-01-07 20:00:00,ALB,15.636482547860576,990.7018901910556,94.7626657617372,control
LIVER_006,2024-01-07 21:00:00,ALB,23.284204808829514,905.1593040671667,87.78227518877264,drug_B
LIVER_006,2024-01-07 22:00:00,ALB,7.921218615412901,899.6940068278403,95.43415895271323,control
LIVER_006,2024-01-07 23:00:00,ALB,6.235155375707766,823.5614558108566,95.85432596943484,drug_B
LIVER_007,2024-01-08 00:00:00,ALB,7.8957456319642505,723.5208613044549,96.5808563280231,drug_B
LIVER_007,2024-01-08 01:00:00,ALB,34.64597148600983,798.7255849511632,97.27197607924558,drug_A
LIVER_007,2024-01-08 02:00:00,ALB,21.99759496322922,824.8220586300336,89.70319550229878,control
LIVER_007,2024-01-08 03:00:00,ALB,13.132339015206206,750.3140967327379,93.93922440765233,drug_A
LIVER_007,2024-01-08 04:00:00,ALB,19.572401899889424,984.0943069937208,89.96862635305108,control
LIVER_007,2024-01-08 05:00:00,ALB,22.88003036236155,773.0125064706629,87.10618142108846,control
LIVER_007,2024-01-08 06:00:00,ALB,12.069604603394945,1097.6196928154973,99.07125631306207,drug_B
LIVER_007,2024-01-08 07:00:00,ALB,15.850572340965599,938.5903321291099,97.04301474924418,drug_A
LIVER_007,2024-01-08 08:00:00,ALB,13.641346989673915,675.5345296688583,83.10639875547861,drug_B
LIVER_007,2024-01-08 09:00:00,ALB,42.43706503591876,881.3688575956651,84.49417775828456,drug_A
LIVER_007,2024-01-08 10:00:00,ALB,21.982911925830702,1064.357158339855,90.98576890164924,drug_B
LIVER_007,2024-01-08 11:00:00,ALB,20.56226741784026,810.9394794604893,95.62883311949346,control
LIVER_007,2024-01-08 12:00:00,ALB,22.385882586283984,844.2116665313473,93.25121966286824,drug_A
LIVER_007,2024-01-08 13:00:00,ALB,11.360276876435456,737.2581115622523,89.52305378534376,drug_A
LIVER_007,2024-01-08 14:00:00,ALB,15.851860951963271,895.1883018028553,86.72681555566953,drug_B
LIVER_007,2024-01-08 15:00:00,ALB,13.946979323190716,741.1913173685447,91.33299571054228,control
LIVER_007,2024-01-08 16:00:00,ALB,27.333359296947908,736.9587375970366,87.42379310001817,control
LIVER_007,2024-01-08 17:00:00,ALB,22.715598364905563,644.4250024128371,78.0768217760895,drug_B
LIVER_007,2024-01-08 18:00:00,ALB,9.47462802085053,773.9264835108181,86.37290496126556,control
LIVER_007,2024-01-08 19:00:00,ALB,18.643203696803585,530.3113357058428,91.72852566741093,control
LIVER_007,2024-01-08 20:00:00,ALB,34.47484523598097,615.5094759703907,86.91403914727304,control
LIVER_007,2024-01-08 21:00:00,ALB,26.006191761017423,773.111130944517,86.46737045629165,drug_B
LIVER_007,2024-01-08 22:00:00,ALB,20.09255922622414,815.8255980953368,88.61216893633147,drug_B
LIVER_007,2024-01-08 23:00:00,ALB,21.64216038051339,934.9704627310696,90.35191329096796,drug_A
LIVER_008,2024-01-09 00:00:00,ALB,15.076978783104192,745.3141058759608,91.83623364892001,drug_B
LIVER_008,2024-01-09 01:00:00,ALB,15.306653672688501,938.8582269040288,78.70324321475313,control
LIVER_008,2024-01-09 02:00:00,ALB,37.45134396551002,592.660976759185,90.28656202959826,control
LIVER_008,2024-01-09 03:00:00,ALB,16.68115379669632,810.9732639187793,91.08031922295511,drug_A
LIVER_008,2024-01-09 04:00:00,ALB,30.466019226972584,667.3460983890241,90.19054514383498,drug_A
LIVER_008,2024-01-09 05:00:00,ALB,19.39868128082186,774.3182972074268,97.12143290889695,control
LIVER_008,2024-01-09 06:00:00,ALB,14.122438963434757,727.1684850052114,92.49372888818667,drug_B
LIVER_008,2024-01-09 07:00:00,ALB,18.81825533229407,814.3215452497521,96.89146491058129,drug_A
LIVER_008,2024-01-09 08:00:00,ALB,37.52107066977175,842.0324587184521,90.62095217199004,drug_B
LIVER_008,2024-01-09 09:00:00,ALB,11.837049186525272,633.0220827931599,100.82343467131359,drug_A
LIVER_008,2024-01-09 10:00:00,ALB,22.502596545342225,874.7980434061916,97.02551081149828,drug_B
LIVER_008,2024-01-09 11:00:00,ALB,15.584570542956376,644.3370826476096,95.0300497567282,control
LIVER_008,2024-01-09 12:00:00,ALB,36.328594038852266,732.9960806444653,96.74858040297968,drug_B
LIVER_008,2024-01-09 13:00:00,ALB,16.76856932071477,897.1822690172736,91.84520874681714,control
LIVER_008,2024-01-09 14:00:00,ALB,62.75506953143601,521.5995771197978,96.34870220114206,control
LIVER_008,2024-01-09 15:00:00,ALB,34.074948515970036,737.7145496898717,89.90928482995363,drug_B
LIVER_008,2024-01-09 16:00:00,ALB,11.914458073435584,777.7605280112158,93.48653489424912,control
LIVER_008,2024-01-09 17:00:00,ALB,27.42348918659161,819.5845255097681,87.10813611192484,drug_A
LIVER_008,2024-01-09 18:00:00,ALB,18.646375572808203,732.0758083286561,101.05475133165972,control
LIVER_008,2024-01-09 19:00:00,ALB,19.87724518945478,962.0533445165877,99.8524731763057,control
LIVER_008,2024-01-09 20:00:00,ALB,79.86845492450698,778.4314473098742,90.38367355351971,drug_A
LIVER_008,2024-01-09 21:00:00,ALB,35.571080116686126,737.5181422304321,92.13045525105417,drug_A
LIVER_008,2024-01-09 22:00:00,ALB,16.877703930675384,819.8558362896292,84.82817516420577,control
LIVER_008,2024-01-09 23:00:00,ALB,26.85658399692479,777.4994096629624,98.03796085215131,control
LIVER_009,2024-01-10 00:00:00,ALB,29.19558102263985,950.0971630564289,91.36152074694614,drug_A
LIVER_009,2024-01-10 01:00:00,ALB,26.51134207765857,795.0191368173424,86.40442535986645,drug_A
LIVER_009,2024-01-10 02:00:00,ALB,15.062091444721409,812.2009814645362,104.80042269134397,drug_A
LIVER_009,2024-01-10 03:00:00,ALB,19.14363051539863,751.9877410203707,103.49234430867416,control
LIVER_009,2024-01-10 04:00:00,ALB,21.975379419072006,766.5147727623887,101.87513676815391,drug_A
LIVER_009,2024-01-10 05:00:00,ALB,19.616433791680517,720.304856422545,91.62114586389274,drug_A
LIVER_009,2024-01-10 06:00:00,ALB,27.555547308151386,897.255444962673,95.10904981108598,drug_B
LIVER_009,2024-01-10 07:00:00,ALB,9.160379794010929,898.5722716823564,89.02767725930889,control
LIVER_009,2024-01-10 08:00:00,ALB,10.384621973182442,777.3754780991324,97.3228433901335,drug_B
LIVER_009,2024-01-10 09:00:00,ALB,21.323352516870226,855.979044793104,97.4039036277731,drug_A
LIVER_009,2024-01-10 10:00:00,ALB,20.488645362864197,801.134847897622,93.33525192674227,drug_B
LIVER_009,2024-01-10 11:00:00,ALB,28.997986708310076,881.848473463854,92.66923827123,drug_A
LIVER_009,2024-01-10 12:00:00,ALB,24.017029036257956,741.2730582233821,91.03610106380697,drug_B
LIVER_009,2024-01-10 13:00:00,ALB,18.596653441229844,796.0444846143345,95.40750348686312,drug_A
LIVER_009,2024-01-10 14:00:00,ALB,19.425018288794814,733.6374048617923,102.95533002779858,drug_A
LIVER_009,2024-01-10 15:00:00,ALB,23.808289426376152,659.484007763554,94.50516671758672,control
LIVER_009,2024-01-10 16:00:00,ALB,22.444977859880478,752.1251378336523,98.2787806278676,drug_B
LIVER_009,2024-01-10 17:00:00,ALB,12.84168280033269,841.2570396644122,82.35157701842921,control
LIVER_009,2024-01-10 18:00:00,ALB,37.154342552518415,883.6061051159523,78.76373560051246,drug_A
LIVER_009,2024-01-10 19:00:00,ALB,28.9268833749518,690.5895899501553,80.14192167617253,drug_A
LIVER_009,2024-01-10 20:00:00,ALB,28.69433725480265,804.7017213123745,98.11585475295729,control
LIVER_009,2024-01-10 21:00:00,ALB,14.271779200984437,797.5722720108058,89.22388000435619,drug_B
LIVER_009,2024-01-10 22:00:00,ALB,13.42320385207457,779.9208133959266,93.43486979226967,control
LIVER_009,2024-01-10 23:00:00,ALB,7.080830323907801,757.9813182904143,90.59107695569746,drug_A
LIVER_010,2024-01-11 00:00:00,ALB,29.757686253808068,754.7671834365499,95.33603046765919,control
LIVER_010,2024-01-11 01:00:00,ALB,45.014511265942886,775.4930381683664,87.58421377451762,drug_B
LIVER_010,2024-01-11 02:00:00,ALB,18.488306911752314,717.4415156982539,103.54861377703094,control
LIVER_010,2024-01-11 03:00:00,ALB,14.411860929782897,790.2900432596676,92.27159443227119,control
LIVER_010,2024-01-11 04:00:00,ALB,36.00117069352012,962.1108557787716,84.15019831171328,drug_A
LIVER_010,2024-01-11 05:00:00,ALB,20.842235525654576,758.4132658588215,91.47975121600182,drug_A
LIVER_010,2024-01-11 06:00:00,ALB,14.604160244048275,918.9016531107552,99.10252123994927,drug_A
LIVER_010,2024-01-11 07:00:00,ALB,15.098974885294457,1023.5674686984474,88.67030758602301,control
LIVER_010,2024-01-11 08:00:00,ALB,65.28016136325304,893.7838301566644,87.7994496070833,control
LIVER_010,2024-01-11 09:00:00,ALB,21.80957107796247,650.617035878576,88.41971939633002,control
LIVER_010,2024-01-11 10:00:00,ALB,23.171722913848434,833.4456789987025,95.29272136336415,drug_B
LIVER_010,2024-01-11 11:00:00,ALB,54.87743639366775,703.4382400122848,87.73292980125173,drug_A
LIVER_010,2024-01-11 12:00:00,ALB,31.25097008059344,704.9316208594673,87.79545600976073,control
LIVER_010,2024-01-11 13:00:00,ALB,20.002573949035817,890.7494768417256,92.17947274883849,drug_B
LIVER_010,2024-01-11 14:00:00,ALB,38.93670589125514,686.8183857867305,83.80301866167972,drug_A
LIVER_010,2024-01-11 15:00:00,ALB,25.31189077233726,910.1656713996367,92.31808879975085,control
LIVER_010,2024-01-11 16:00:00,ALB,17.582098151618137,773.1363941612697,86.1555186712914,control
LIVER_010,2024-01-11 17:00:00,ALB,13.856339098593416,900.8520824778582,99.65844400620458,drug_A
LIVER_010,2024-01-11 18:00:00,ALB,22.140896318857237,784.1325556289364,91.79189253353742,drug_B
LIVER_010,2024-01-11 19:00:00,ALB,26.523425507198333,783.2881919683145,92.73356843216662,drug_B
LIVER_010,2024-01-11 20:00:00,ALB,22.52923873852813,784.7528644894903,87.94612040053508,drug_A
LIVER_010,2024-01-11 21:00:00,ALB,30.911599827224126,881.775269587605,84.55303470175348,control
LIVER_010,2024-01-11 22:00:00,ALB,12.236335502337242,815.4407276961692,90.89401334137101,drug_B
LIVER_010,2024-01-11 23:00:00,ALB,22.08415629691017,824.9383683710755,99.88726639881737,drug_A
LIVER_011,2024-01-12 00:00:00,ALB,36.76296571666418,655.8505751936385,92.87772914945253,drug_A
LIVER_011,2024-01-12 01:00:00,ALB,24.637167438121537,875.1902618032699,96.88449539018534,drug_A
LIVER_011,2024-01-12 02:00:00,ALB,36.50770427938051,647.6813095216226,89.20539076364206,control
LIVER_011,2024-01-12 03:00:00,ALB,24.25459144822075,737.0928027930571,91.1572206296862,control
